pine_vole.n.01	pine_vole.n.01
saki.n.03	monkey.n.01
jersey.n.05	cattle.n.01
peccary.n.01	peccary.n.01
white_wolf.n.01	white_wolf.n.01
cow.n.01	ungulate.n.01
dinocerate.n.01	dinocerate.n.01
marco_polo_sheep.n.01	wild_sheep.n.01
cardigan.n.02	carnivore.n.01
pere_david's_deer.n.01	mammal.n.01
colobus.n.01	primate.n.02
palfrey.n.01	placental.n.01
jerboa_rat.n.01	placental.n.01
pug.n.01	mammal.n.01
java_man.n.01	primate.n.02
asiatic_shrew_mole.n.01	mole.n.06
onager.n.02	wild_ass.n.01
rogue_elephant.n.01	rogue_elephant.n.01
racehorse.n.01	racehorse.n.01
omaha.n.04	horse.n.01
ibizan_hound.n.01	mammal.n.01
chacma.n.01	primate.n.02
eastern_lowland_gorilla.n.01	primate.n.02
wildcat.n.03	mammal.n.01
guinea_pig.n.02	mammal.n.01
king_charles_spaniel.n.01	canine.n.02
setter.n.02	mammal.n.01
jerboa_rat.n.01	jerboa_rat.n.01
urial.n.01	ungulate.n.01
echidna.n.01	prototherian.n.01
borzoi.n.01	hunting_dog.n.01
narwhal.n.01	cetacean.n.01
red_poll.n.01	placental.n.01
crab-eating_macaque.n.01	mammal.n.01
hedgehog.n.02	insectivore.n.01
fur_seal.n.02	seal.n.09
badger.n.02	placental.n.01
jaguar.n.01	carnivore.n.01
welsh.n.03	even-toed_ungulate.n.01
chihuahua.n.03	carnivore.n.01
malayan_tapir.n.01	tapir.n.01
welsh_terrier.n.01	hunting_dog.n.01
tarsius_syrichta.n.01	tarsier.n.01
affenpinscher.n.01	canine.n.02
white_elephant.n.02	placental.n.01
proconsul.n.03	hominoid.n.01
bernese_mountain_dog.n.01	bernese_mountain_dog.n.01
lakeland_terrier.n.01	lakeland_terrier.n.01
rat_terrier.n.01	canine.n.02
indian_mongoose.n.01	mongoose.n.01
gayal.n.01	bovid.n.01
large_civet.n.01	civet.n.01
fox_terrier.n.01	placental.n.01
fox.n.01	placental.n.01
sussex_spaniel.n.01	hunting_dog.n.01
appenzeller.n.01	sennenhunde.n.01
smiledon_californicus.n.01	mammal.n.01
sheep.n.01	bovid.n.01
sinanthropus.n.01	placental.n.01
toothed_whale.n.01	placental.n.01
okapi.n.01	placental.n.01
western_lowland_gorilla.n.01	primate.n.02
liger.n.01	placental.n.01
carabao.n.01	mammal.n.01
wire-haired_fox_terrier.n.01	canine.n.02
ratel.n.01	mammal.n.01
brown_swiss.n.01	mammal.n.01
sir_barton.n.01	odd-toed_ungulate.n.01
afghan_hound.n.01	placental.n.01
kob.n.01	even-toed_ungulate.n.01
foxhound.n.01	mammal.n.01
staffordshire_bullterrier.n.01	placental.n.01
cocker_spaniel.n.01	sporting_dog.n.01
mare.n.01	horse.n.01
bellwether.n.02	wether.n.01
boxer.n.04	working_dog.n.01
cro-magnon.n.01	homo.n.02
old_world_buffalo.n.01	even-toed_ungulate.n.01
mesohippus.n.01	ungulate.n.01
right_whale.n.01	aquatic_mammal.n.01
vervet.n.01	monkey.n.01
vixen.n.02	fox.n.01
pembroke.n.01	corgi.n.01
hog-nosed_skunk.n.01	mammal.n.01
procyonid.n.01	carnivore.n.01
hoary_marmot.n.01	hoary_marmot.n.01
impala.n.01	even-toed_ungulate.n.01
carthorse.n.01	placental.n.01
patas.n.01	placental.n.01
cairn.n.02	carnivore.n.01
beaver_rat.n.01	water_rat.n.03
capybara.n.01	rodent.n.01
white_rhinoceros.n.01	odd-toed_ungulate.n.01
sausage_dog.n.01	hunting_dog.n.01
cuscus.n.01	metatherian.n.01
spider_monkey.n.01	spider_monkey.n.01
rabbit_ears.n.02	mammal.n.01
eurasian_badger.n.01	placental.n.01
sir_barton.n.01	mammal.n.01
sporting_dog.n.01	carnivore.n.01
percheron.n.01	equine.n.01
thylacine.n.01	thylacine.n.01
german_short-haired_pointer.n.01	dog.n.01
tailless_tenrec.n.01	tenrec.n.01
french_bulldog.n.01	bulldog.n.01
brown_lemming.n.01	mammal.n.01
dairy_cattle.n.01	placental.n.01
grey_whale.n.01	cetacean.n.01
hartebeest.n.01	ungulate.n.01
large_poodle.n.01	placental.n.01
gallant_fox.n.01	mammal.n.01
pentail.n.01	pentail.n.01
yellowbelly_marmot.n.01	marmot.n.01
pouched_mouse.n.01	marsupial.n.01
koala.n.01	marsupial.n.01
red_wolf.n.01	carnivore.n.01
sheep.n.01	even-toed_ungulate.n.01
affirmed.n.01	placental.n.01
fox.n.01	canine.n.02
true_marmoset.n.01	mammal.n.01
dormouse.n.01	dormouse.n.01
staghound.n.01	hunting_dog.n.01
bronco.n.01	equine.n.01
common_wallaby.n.01	kangaroo.n.01
irish_terrier.n.01	terrier.n.01
weasel.n.02	mammal.n.01
remount.n.01	remount.n.01
black_fox.n.01	red_fox.n.03
goat_antelope.n.01	mammal.n.01
pronghorn.n.01	pronghorn.n.01
spotted_lynx.n.01	spotted_lynx.n.01
cattle.n.01	mammal.n.01
american_water_spaniel.n.01	dog.n.01
seizure-alert_dog.n.01	canine.n.02
whitetail_prairie_dog.n.01	placental.n.01
old_world_monkey.n.01	monkey.n.01
wapiti.n.01	placental.n.01
kitty.n.04	kitty.n.04
persian_cat.n.01	placental.n.01
gordon_setter.n.01	sporting_dog.n.01
toy_manchester.n.01	carnivore.n.01
indian_rhinoceros.n.01	indian_rhinoceros.n.01
gerbil.n.01	placental.n.01
indri.n.01	indri.n.01
exmoor.n.01	bovid.n.01
guano_bat.n.01	placental.n.01
chevrotain.n.01	ruminant.n.01
rudapithecus.n.01	mammal.n.01
takin.n.01	mammal.n.01
brown_hyena.n.01	hyena.n.01
rabbit.n.01	lagomorph.n.01
proboscis_monkey.n.01	monkey.n.01
devon.n.02	bovine.n.01
plains_pocket_gopher.n.01	placental.n.01
meadow_jumping_mouse.n.01	jumping_mouse.n.01
greyhound.n.01	dog.n.01
aurochs.n.02	ungulate.n.01
collared_pika.n.01	mammal.n.01
wild_dog.n.01	wild_dog.n.01
working_dog.n.01	dog.n.01
sei_whale.n.01	placental.n.01
american_badger.n.01	musteline_mammal.n.01
gaur.n.01	bovine.n.01
whale.n.02	cetacean.n.01
count_fleet.n.01	placental.n.01
urial.n.01	urial.n.01
canada_lynx.n.01	carnivore.n.01
bengal_tiger.n.01	bengal_tiger.n.01
ferret_badger.n.01	ferret_badger.n.01
merino.n.01	ruminant.n.01
scotch_terrier.n.01	scotch_terrier.n.01
crowbait.n.01	crowbait.n.01
dwarf_sperm_whale.n.01	aquatic_mammal.n.01
black-and-tan_coonhound.n.01	mammal.n.01
nail-tailed_wallaby.n.01	wallaby.n.01
brittany_spaniel.n.01	canine.n.02
sewer_rat.n.01	placental.n.01
sambar.n.01	sambar.n.01
newfoundland.n.01	placental.n.01
mudder.n.01	mudder.n.01
pole_horse.n.02	equine.n.01
kangaroo.n.01	metatherian.n.01
ass.n.03	placental.n.01
ground_squirrel.n.02	mammal.n.01
snake_muishond.n.01	muishond.n.01
vaquita.n.01	placental.n.01
yellow-throated_marten.n.01	mammal.n.01
dusky-footed_woodrat.n.01	packrat.n.02
waterbuck.n.01	even-toed_ungulate.n.01
quagga.n.01	ungulate.n.01
anthropoid.n.02	mammal.n.01
grey_whale.n.01	aquatic_mammal.n.01
cow_pony.n.01	mammal.n.01
poodle.n.01	poodle.n.01
pere_david's_deer.n.01	pere_david's_deer.n.01
timber_wolf.n.01	timber_wolf.n.01
terrier.n.01	terrier.n.01
border_terrier.n.01	canine.n.02
new_world_least_weasel.n.01	carnivore.n.01
mastodon.n.01	mammal.n.01
durham.n.02	cattle.n.01
hairy-legged_vampire_bat.n.01	hairy-legged_vampire_bat.n.01
takin.n.01	ungulate.n.01
pacer.n.01	placental.n.01
mastiff.n.01	dog.n.01
jersey.n.05	dairy_cattle.n.01
zebu.n.01	ungulate.n.01
grade.n.09	bovid.n.01
boston_bull.n.01	placental.n.01
bison.n.01	even-toed_ungulate.n.01
american_saddle_horse.n.01	ungulate.n.01
cow_pony.n.01	ungulate.n.01
thylacine.n.01	marsupial.n.01
bear.n.01	placental.n.01
cashmere_goat.n.01	goat.n.01
shih-tzu.n.01	canine.n.02
swine.n.01	mammal.n.01
california_sea_lion.n.01	placental.n.01
springer.n.02	cattle.n.01
indian_elephant.n.01	elephant.n.01
fox_squirrel.n.01	mammal.n.01
red_deer.n.01	deer.n.01
staghound.n.01	hound.n.01
collared_pika.n.01	lagomorph.n.01
mammoth.n.01	elephant.n.01
pine_vole.n.01	mammal.n.01
equine.n.01	mammal.n.01
skunk.n.04	carnivore.n.01
stalking-horse.n.04	odd-toed_ungulate.n.01
skye_terrier.n.01	mammal.n.01
grivet.n.01	guenon.n.01
harbor_porpoise.n.01	toothed_whale.n.01
dinocerate.n.01	placental.n.01
grampus.n.02	aquatic_mammal.n.01
pointer.n.04	pointer.n.04
spitz.n.01	spitz.n.01
killer_whale.n.01	dolphin.n.02
crowbait.n.01	horse.n.01
harness_horse.n.01	equine.n.01
lesser_panda.n.01	placental.n.01
equine.n.01	odd-toed_ungulate.n.01
muskrat.n.02	mammal.n.01
broadtail.n.02	mammal.n.01
nude_mouse.n.01	mouse.n.01
wild_sheep.n.01	bovid.n.01
water_vole.n.01	rodent.n.01
warrigal.n.01	ungulate.n.01
eohippus.n.01	equine.n.01
war_admiral.n.01	ungulate.n.01
pollard.n.02	ruminant.n.01
clumber.n.01	placental.n.01
leopard.n.02	mammal.n.01
potto.n.02	lemur.n.01
mesohippus.n.01	horse.n.01
longhorn.n.01	ungulate.n.01
yellow-throated_marten.n.01	placental.n.01
hinny.n.01	equine.n.01
rat_terrier.n.01	terrier.n.01
otterhound.n.01	otterhound.n.01
long-eared_bat.n.01	carnivorous_bat.n.01
weimaraner.n.01	canine.n.02
european_lemming.n.01	european_lemming.n.01
rabbit-eared_bandicoot.n.01	mammal.n.01
black_rhinoceros.n.01	ungulate.n.01
bernese_mountain_dog.n.01	sennenhunde.n.01
wallaby.n.01	marsupial.n.01
tiger_cub.n.01	mammal.n.01
dusky-footed_wood_rat.n.01	wood_rat.n.01
caribou.n.01	ungulate.n.01
cactus_mouse.n.01	cactus_mouse.n.01
steller_sea_lion.n.01	steller_sea_lion.n.01
gibbon.n.02	gibbon.n.02
opossum.n.02	opossum.n.02
dhole.n.01	carnivore.n.01
long-tailed_porcupine.n.01	old_world_porcupine.n.01
saki.n.03	placental.n.01
royal.n.02	placental.n.01
typical_jerboa.n.01	mammal.n.01
setter.n.02	canine.n.02
takin.n.01	bovid.n.01
black_fox.n.01	carnivore.n.01
asiatic_shrew_mole.n.01	mammal.n.01
pademelon.n.01	mammal.n.01
basenji.n.01	mammal.n.01
stag.n.02	buck.n.05
eastern_woodrat.n.01	placental.n.01
cro-magnon.n.01	placental.n.01
razorback.n.01	placental.n.01
cairn.n.02	terrier.n.01
coydog.n.01	mammal.n.01
shepherd_dog.n.01	placental.n.01
humpback.n.03	aquatic_mammal.n.01
water_shrew.n.01	water_shrew.n.01
brown_swiss.n.01	dairy_cattle.n.01
norwegian_elkhound.n.01	dog.n.01
american_flying_squirrel.n.01	squirrel.n.01
lippizan.n.01	equine.n.01
sea_lion.n.01	mammal.n.01
jennet.n.01	equine.n.01
american_red_squirrel.n.01	american_red_squirrel.n.01
beaver_rat.n.01	beaver_rat.n.01
greyhound.n.01	hound.n.01
bird_dog.n.01	carnivore.n.01
serotine.n.01	bat.n.01
exmoor.n.02	mammal.n.01
wallaby.n.01	wallaby.n.01
english_setter.n.01	placental.n.01
steenbok.n.01	bovid.n.01
appaloosa.n.01	ungulate.n.01
mountain_zebra.n.01	odd-toed_ungulate.n.01
manatee.n.01	placental.n.01
longtail_weasel.n.01	placental.n.01
horseshoe_bat.n.02	horseshoe_bat.n.02
frosted_bat.n.01	carnivorous_bat.n.01
stoat.n.01	ermine.n.02
spotted_skunk.n.01	carnivore.n.01
caracal.n.01	feline.n.01
chipmunk.n.01	mammal.n.01
mara.n.02	mara.n.02
siamese_cat.n.01	carnivore.n.01
english_springer.n.01	dog.n.01
mastiff_bat.n.01	mastiff_bat.n.01
toy_manchester.n.01	toy_manchester.n.01
otter_shrew.n.01	mammal.n.01
broadtail.n.02	domestic_sheep.n.01
two-year-old_horse.n.01	horse.n.01
blenheim_spaniel.n.01	toy_spaniel.n.01
cheetah.n.01	feline.n.01
giant_panda.n.01	placental.n.01
right_whale.n.01	placental.n.01
griffon.n.03	hunting_dog.n.01
southern_bog_lemming.n.01	southern_bog_lemming.n.01
syrian_bear.n.01	bear.n.01
fanaloka.n.01	civet.n.01
hampshire.n.02	sheep.n.01
bullock.n.01	bovine.n.01
arctic_ground_squirrel.n.01	ground_squirrel.n.02
curly-coated_retriever.n.01	canine.n.02
yellow-throated_marten.n.01	yellow-throated_marten.n.01
hooded_seal.n.01	hooded_seal.n.01
tarsier.n.01	mammal.n.01
angora.n.04	domestic_cat.n.01
pinscher.n.01	working_dog.n.01
bull_mastiff.n.01	working_dog.n.01
pomeranian.n.01	pomeranian.n.01
markhor.n.01	markhor.n.01
leonberg.n.01	leonberg.n.01
beaver.n.07	mammal.n.01
australopithecus_robustus.n.01	mammal.n.01
citation.n.06	ungulate.n.01
terrier.n.01	mammal.n.01
saluki.n.01	dog.n.01
hedgehog.n.02	placental.n.01
draft_horse.n.01	mammal.n.01
warrigal.n.01	warrigal.n.01
clumber.n.01	hunting_dog.n.01
brittany_spaniel.n.01	brittany_spaniel.n.01
jaculus_jaculus.n.01	mammal.n.01
charger.n.01	charger.n.01
big_cat.n.01	big_cat.n.01
peba.n.01	peba.n.01
komondor.n.01	carnivore.n.01
guide_dog.n.01	dog.n.01
bullock.n.01	mammal.n.01
gallant_fox.n.01	horse.n.01
ocelot.n.01	carnivore.n.01
porpoise.n.01	whale.n.02
margay.n.01	cat.n.01
baboon.n.01	old_world_monkey.n.01
quarter_horse.n.01	equine.n.01
queen.n.09	mammal.n.01
afghan_hound.n.01	canine.n.02
opossum.n.02	marsupial.n.01
cotswold.n.01	sheep.n.01
silverback.n.01	mammal.n.01
leopardess.n.01	leopardess.n.01
big_brown_bat.n.01	big_brown_bat.n.01
secretariat.n.02	ungulate.n.01
edentate.n.01	mammal.n.01
homo_erectus.n.01	homo_erectus.n.01
pine_vole.n.01	vole.n.01
roan.n.02	placental.n.01
zoril.n.01	placental.n.01
red_squirrel.n.02	red_squirrel.n.02
cheetah.n.01	placental.n.01
murine.n.01	murine.n.01
mink.n.03	carnivore.n.01
fissiped_mammal.n.01	fissiped_mammal.n.01
miniature_schnauzer.n.01	carnivore.n.01
musk_deer.n.01	musk_deer.n.01
bighorn.n.02	bighorn.n.02
vixen.n.02	canine.n.02
standard_schnauzer.n.01	hunting_dog.n.01
domestic_sheep.n.01	sheep.n.01
thomson's_gazelle.n.01	antelope.n.01
kerry_blue_terrier.n.01	placental.n.01
drill.n.02	drill.n.02
american_water_shrew.n.01	placental.n.01
spouter.n.03	spouter.n.03
grey_whale.n.01	whale.n.02
red-backed_mouse.n.01	placental.n.01
plow_horse.n.01	plow_horse.n.01
water_dog.n.02	hunting_dog.n.01
lesser_panda.n.01	lesser_panda.n.01
african_elephant.n.01	pachyderm.n.01
jersey.n.05	bovid.n.01
australopithecus_boisei.n.01	australopithecus_boisei.n.01
komondor.n.01	komondor.n.01
beef.n.01	placental.n.01
lhasa.n.02	placental.n.01
lynx.n.02	placental.n.01
border_collie.n.01	dog.n.01
porcupine.n.01	rodent.n.01
harp_seal.n.01	pinniped_mammal.n.01
italian_greyhound.n.01	placental.n.01
water_shrew.n.01	shrew.n.02
african_wild_ass.n.01	equine.n.01
polar_hare.n.01	placental.n.01
blue_whale.n.01	mammal.n.01
asian_wild_ox.n.01	mammal.n.01
spaniel.n.01	hunting_dog.n.01
rabbit-eared_bandicoot.n.01	marsupial.n.01
cynopterus_sphinx.n.01	mammal.n.01
pricket.n.02	placental.n.01
gibbon.n.02	mammal.n.01
bronco.n.01	horse.n.01
black_sheep.n.02	ungulate.n.01
galloway.n.02	even-toed_ungulate.n.01
slow_loris.n.01	mammal.n.01
puku.n.01	ungulate.n.01
gayal.n.01	ox.n.02
indri.n.01	mammal.n.01
palomino.n.01	equine.n.01
briard.n.01	carnivore.n.01
yorkshire_terrier.n.01	carnivore.n.01
nilgai.n.01	mammal.n.01
steller_sea_lion.n.01	aquatic_mammal.n.01
secretariat.n.02	equine.n.01
chevrotain.n.01	mammal.n.01
wild_horse.n.01	horse.n.01
kitty.n.04	mammal.n.01
ox.n.01	even-toed_ungulate.n.01
tree_squirrel.n.01	mammal.n.01
post_horse.n.01	equine.n.01
northern_bog_lemming.n.01	mammal.n.01
colobus.n.01	old_world_monkey.n.01
belgian_sheepdog.n.01	canine.n.02
mexican_pocket_mouse.n.01	pocket_rat.n.01
pacific_walrus.n.01	pinniped_mammal.n.01
tayra.n.01	musteline_mammal.n.01
peking_man.n.01	peking_man.n.01
snowshoe_hare.n.01	snowshoe_hare.n.01
ferret.n.02	placental.n.01
common_opossum.n.01	marsupial.n.01
horseshoe_bat.n.02	bat.n.01
puppy.n.01	dog.n.01
french_bulldog.n.01	mammal.n.01
kelpie.n.02	dog.n.01
dingo.n.01	mammal.n.01
wood_mouse.n.01	wood_mouse.n.01
remount.n.01	horse.n.01
arabian_camel.n.01	arabian_camel.n.01
racehorse.n.01	placental.n.01
killer_whale.n.01	killer_whale.n.01
markhor.n.01	mammal.n.01
saint_bernard.n.01	dog.n.01
miniature_pinscher.n.01	mammal.n.01
fissipedia.n.01	placental.n.01
toothed_whale.n.01	whale.n.02
muntjac.n.01	muntjac.n.01
gee-gee.n.01	gee-gee.n.01
carabao.n.01	ungulate.n.01
homo_sapiens.n.01	homo.n.02
sussex_spaniel.n.01	canine.n.02
packrat.n.02	placental.n.01
kid.n.05	mammal.n.01
border_collie.n.01	canine.n.02
dall_sheep.n.01	placental.n.01
spotted_hyena.n.01	placental.n.01
tree_wallaby.n.01	mammal.n.01
stalking-horse.n.04	stalking-horse.n.04
bunny.n.02	mammal.n.01
aye-aye.n.01	mammal.n.01
maltese.n.03	feline.n.01
gemsbok.n.01	bovid.n.01
domestic_goat.n.01	ruminant.n.01
cougar.n.01	cougar.n.01
bruin.n.01	bruin.n.01
western_big-eared_bat.n.01	bat.n.01
cairn.n.02	cairn.n.02
pacific_walrus.n.01	aquatic_mammal.n.01
cardigan.n.02	corgi.n.01
pocketed_bat.n.01	freetail.n.01
scottish_deerhound.n.01	placental.n.01
narwhal.n.01	placental.n.01
rottweiler.n.01	placental.n.01
assault.n.03	odd-toed_ungulate.n.01
addax.n.01	even-toed_ungulate.n.01
pine_marten.n.01	marten.n.01
homo_sapiens.n.01	mammal.n.01
australopithecine.n.01	placental.n.01
skunk.n.04	placental.n.01
tamarin.n.01	primate.n.02
brush-tailed_porcupine.n.01	mammal.n.01
grizzly.n.01	grizzly.n.01
proboscis_monkey.n.01	old_world_monkey.n.01
leopard_cat.n.01	mammal.n.01
pallid_bat.n.01	mammal.n.01
american_water_spaniel.n.01	canine.n.02
brocket.n.02	ruminant.n.01
markhor.n.01	placental.n.01
echidna.n.01	echidna.n.01
murine.n.01	mammal.n.01
mouflon.n.01	mountain_sheep.n.01
griffon.n.02	griffon.n.02
common_dolphin.n.01	placental.n.01
gerenuk.n.01	gerenuk.n.01
rhesus.n.01	rhesus.n.01
kuvasz.n.01	kuvasz.n.01
bitch.n.04	bitch.n.04
alley_cat.n.01	cat.n.01
miniature_pinscher.n.01	watchdog.n.02
european_water_shrew.n.01	european_water_shrew.n.01
charolais.n.01	charolais.n.01
pilot_whale.n.01	cetacean.n.01
entellus.n.01	monkey.n.01
nyala.n.02	ungulate.n.01
sperm_whale.n.01	whale.n.02
tasmanian_devil.n.01	metatherian.n.01
mouser.n.01	placental.n.01
indian_elephant.n.01	proboscidean.n.01
homo.n.02	hominid.n.01
miniature_schnauzer.n.01	terrier.n.01
mastodon.n.01	placental.n.01
remount.n.01	saddle_horse.n.01
cotton_rat.n.01	rodent.n.01
simian.n.01	mammal.n.01
two-toed_sloth.n.02	placental.n.01
steller's_sea_cow.n.01	sea_cow.n.01
clydesdale.n.01	placental.n.01
saint_bernard.n.01	canine.n.02
hart.n.03	even-toed_ungulate.n.01
whippet.n.01	placental.n.01
tamarin.n.01	new_world_monkey.n.01
red_squirrel.n.02	placental.n.01
lion.n.01	mammal.n.01
tiger_cub.n.01	placental.n.01
gopher.n.04	rat.n.01
plains_pocket_mouse.n.01	rodent.n.01
pocket_mouse.n.01	rat.n.01
doe.n.02	mammal.n.01
peccary.n.01	mammal.n.01
welsh.n.03	bovid.n.01
bunny.n.02	lagomorph.n.01
koala.n.01	mammal.n.01
ferret_badger.n.01	musteline_mammal.n.01
pacer.n.02	horse.n.01
sei_whale.n.01	whale.n.02
english_toy_spaniel.n.01	dog.n.01
ungulate.n.01	ungulate.n.01
wombat.n.01	wombat.n.01
panther.n.02	carnivore.n.01
durham.n.02	bovid.n.01
hog.n.03	swine.n.01
maltese_dog.n.01	maltese_dog.n.01
ratel.n.01	carnivore.n.01
brittany_spaniel.n.01	carnivore.n.01
black_sheep.n.02	even-toed_ungulate.n.01
pacific_walrus.n.01	mammal.n.01
cow.n.01	mammal.n.01
springbok.n.01	ungulate.n.01
basset.n.01	hound.n.01
mule.n.01	equine.n.01
raccoon.n.02	mammal.n.01
eastern_grey_squirrel.n.01	eastern_grey_squirrel.n.01
australian_terrier.n.01	hunting_dog.n.01
great_dane.n.01	carnivore.n.01
algeripithecus_minutus.n.01	hominoid.n.01
squirrel_monkey.n.01	primate.n.02
forest_goat.n.01	placental.n.01
western_lowland_gorilla.n.01	mammal.n.01
howler_monkey.n.01	howler_monkey.n.01
jennet.n.01	jennet.n.01
anthropoid_ape.n.01	placental.n.01
boskop_man.n.01	boskop_man.n.01
zinjanthropus.n.01	zinjanthropus.n.01
otterhound.n.01	mammal.n.01
manchester_terrier.n.01	manchester_terrier.n.01
mylodontid.n.01	mammal.n.01
saiga.n.01	ungulate.n.01
vervet.n.01	guenon.n.01
silky_terrier.n.01	carnivore.n.01
malinois.n.01	malinois.n.01
mountain_gorilla.n.01	primate.n.02
dingo.n.01	carnivore.n.01
walker_hound.n.01	placental.n.01
toy_spaniel.n.01	toy_spaniel.n.01
flat-coated_retriever.n.01	carnivore.n.01
australopithecine.n.01	primate.n.02
imperial_mammoth.n.01	pachyderm.n.01
squirrel_monkey.n.01	mammal.n.01
kitty.n.04	cat.n.01
skunk.n.04	musteline_mammal.n.01
harvest_mouse.n.02	harvest_mouse.n.02
raccoon.n.02	raccoon.n.02
guano_bat.n.01	carnivorous_bat.n.01
ferret_badger.n.01	mammal.n.01
atlantic_walrus.n.01	aquatic_mammal.n.01
boarhound.n.01	hunting_dog.n.01
dhole.n.01	placental.n.01
billy.n.02	goat.n.01
barren_ground_caribou.n.01	caribou.n.01
horse.n.01	equine.n.01
elephant_seal.n.01	aquatic_mammal.n.01
nonstarter.n.02	ungulate.n.01
goral.n.01	even-toed_ungulate.n.01
hog_badger.n.01	mammal.n.01
mule_deer.n.01	even-toed_ungulate.n.01
blue_point_siamese.n.01	mammal.n.01
shepherd_dog.n.01	working_dog.n.01
guadalupe_fur_seal.n.01	eared_seal.n.01
nyala.n.02	mammal.n.01
friesian.n.01	cattle.n.01
harnessed_antelope.n.01	placental.n.01
roebuck.n.01	deer.n.01
brown_lemming.n.01	placental.n.01
lincoln.n.03	lincoln.n.03
water_spaniel.n.01	carnivore.n.01
phalanger.n.01	mammal.n.01
bottle-nosed_whale.n.01	beaked_whale.n.01
japanese_deer.n.01	mammal.n.01
tree_shrew.n.01	placental.n.01
aardwolf.n.01	mammal.n.01
eastern_chimpanzee.n.01	great_ape.n.01
blue_point_siamese.n.01	domestic_cat.n.01
stalking-horse.n.04	equine.n.01
zoril.n.01	carnivore.n.01
woolly_indris.n.01	woolly_indris.n.01
goral.n.01	goat_antelope.n.01
greater_swiss_mountain_dog.n.01	canine.n.02
water_spaniel.n.01	mammal.n.01
basset.n.01	carnivore.n.01
english_foxhound.n.01	dog.n.01
jackal.n.01	placental.n.01
housedog.n.01	carnivore.n.01
nyala.n.02	nyala.n.02
tabby.n.02	cat.n.01
pouched_mole.n.01	marsupial.n.01
blackbuck.n.01	ungulate.n.01
giant_eland.n.01	ruminant.n.01
cattle.n.01	ruminant.n.01
mylodontid.n.01	placental.n.01
border_terrier.n.01	border_terrier.n.01
gelding.n.01	gelding.n.01
domestic_goat.n.01	domestic_goat.n.01
badger.n.02	badger.n.02
shrew_mole.n.01	mammal.n.01
douroucouli.n.01	primate.n.02
american_mink.n.01	american_mink.n.01
maltese_dog.n.01	mammal.n.01
giant_kangaroo.n.01	mammal.n.01
cryptoprocta.n.01	mammal.n.01
horseshoe_bat.n.02	carnivorous_bat.n.01
swamp_rabbit.n.02	placental.n.01
stud.n.04	ungulate.n.01
apar.n.01	edentate.n.01
three-toed_sloth.n.01	edentate.n.01
warrigal.n.01	placental.n.01
tayra.n.01	placental.n.01
brown_hyena.n.01	brown_hyena.n.01
sloth.n.02	placental.n.01
warthog.n.01	mammal.n.01
dandie_dinmont.n.01	terrier.n.01
african_hunting_dog.n.01	african_hunting_dog.n.01
japanese_spaniel.n.01	japanese_spaniel.n.01
wild_goat.n.01	mammal.n.01
redbone.n.01	dog.n.01
field_mouse.n.02	mammal.n.01
bucking_bronco.n.01	mustang.n.01
liver-spotted_dalmatian.n.01	dalmatian.n.02
boar.n.02	mammal.n.01
komondor.n.01	canine.n.02
pied_lemming.n.01	rodent.n.01
atlantic_walrus.n.01	mammal.n.01
english_springer.n.01	mammal.n.01
thoroughbred.n.02	mammal.n.01
alpaca.n.03	llama.n.01
mapinguari.n.01	mapinguari.n.01
american_water_spaniel.n.01	american_water_spaniel.n.01
striped_muishond.n.01	weasel.n.02
guinea_pig.n.02	cavy.n.01
silver_fox.n.01	canine.n.02
remount.n.01	mammal.n.01
gazelle.n.01	placental.n.01
common_raccoon.n.01	placental.n.01
springer.n.02	ruminant.n.01
house_mouse.n.01	mammal.n.01
grevy's_zebra.n.01	equine.n.01
sassaby.n.01	antelope.n.01
american_saddle_horse.n.01	placental.n.01
english_foxhound.n.01	placental.n.01
springer_spaniel.n.01	springer_spaniel.n.01
toy_poodle.n.01	mammal.n.01
hack.n.06	ungulate.n.01
pygmy_mouse.n.01	placental.n.01
echidna.n.02	mammal.n.01
mongoose.n.01	viverrine.n.01
siberian_husky.n.01	placental.n.01
stablemate.n.01	odd-toed_ungulate.n.01
stirk.n.01	bovine.n.01
boskop_man.n.01	hominid.n.01
mudder.n.01	racehorse.n.01
caracal.n.01	cat.n.01
protohippus.n.01	ungulate.n.01
bongo.n.02	bongo.n.02
musk_kangaroo.n.01	musk_kangaroo.n.01
gerbil.n.01	rodent.n.01
kaffir_cat.n.01	mammal.n.01
wild_ass.n.01	ungulate.n.01
norfolk_terrier.n.01	carnivore.n.01
basenji.n.01	dog.n.01
lion_cub.n.01	feline.n.01
blacktail_jackrabbit.n.01	leporid.n.01
